Index,Author,Title,Keyword,DOI,Venue,Year,CommunityOfFocus-BVI,CommunityOfFocus-DHH,CommunityOfFocus-IDD,CommunityOfFocus-MotorPhysical,CommunityOfFocus-Autism,CommunityOfFocus-Cognitive,CommunityOfFocus-OlderAdult,CommunityOfFocus-GeneralDisability,CommunityOfFocus-Other,IssueAddressed-IncreaseDigitalAccess,IssueAddressed-IncreasePhysicalAccess,IssueAddressed-IncreaseIndependence,IssueAddressed-IncreaseUnderstandingOfUsers,IssueAddressed-HelpWithPersonalInformaticsBehaviorChange,IssueAddressed-SupportCommunication,IssueAddressed-Other,ContributionType-Empirical,ContributionType-Artifact,ContributionType-Methodological,ContributionType-Theoretical,ContributionType-Dataset,ContributionType-SurveyContribution,StudyMethod-ControlledExperiment,StudyMethod-SurveyMethod,StudyMethod-UsabilityTesting,StudyMethod-Interviews,StudyMethod-CaseStudy,StudyMethod-FocusGroups,StudyMethod-FieldStudy,StudyMethod-WorkshopDesign,StudyMethod-Other,ParticipantGroup-OlderAdult,ParticipantGroup-PeopleWithDisability,ParticipantGroup-PeopleWithoutDisability,ParticipantGroup-TherapistsSpecialists,ParticipantGroup-Caregivers,ParticipantGroup-Other,ParticipantGroup-Other-Notes,ParticipantGroup-Other-Crowdworker,ParticipantGroup-NoUserStudy,StudyLocation-NearAtLab,StudyLocation-ParticipantsHomeOrFreqLoc,StudyLocation-NeutralLocation,StudyLocation-Unclear,StudyLocation-OnlineRemotely,StudyLocation-Other,StudyLocation-NoUserStudy,ParticipatoryDesign-Yes,ParticipatoryDesign-No,ComparesOnDisability-Yes,ComparesOnDisability-No,UsesProxies-Yes,UsesProxies-No,Total num Participants,NumParticipants-Group1-Count,NumParticipants-Group1-Population,NumParticipants-Group2-Count,NumParticipants-Group2-Population,NumParticipants-Group3-Count,NumParticipants-Group3-Population,NumParticipants-Group4-Count,NumParticipants-Group4-Population,NumParticipants-Group5-Count,NumParticipants-Group5-Population
166,"Sujeath Pareddy, Anhong Guo, Jeffrey Bigham",X-Ray Screenshot Accessibility via Embedded Metadata,"accessibility, alt text, large-scale analysis, pdf, runtime modification, screen readers, screenshot, vision impairment",10.1145/3308561.3353808,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,researchers,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,5,Other,5,BVI,0,0,0,0,0,0
167,"Nicholas Giudice, Hari Prasath Palani, Eric Brenner, Kevin Kramer",Learning non-visual graphical information using a touch-based vibro-audio interface  ,"accessibility (blind and visually-impaired), android programming, assistive technology, audio cues, graphs and diagrams, haptic cues, information graphics",10.1145/2384916.2384935,ASSETS,2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,15,12,NonDisabled,3,BVI,0,0,0,0,0,0
168,Katie Kuksenok and Michael Brooks and Jennifer Mankoff,Accessible online content creation by end users  ,"accessibility, user-generated content",10.1145/2470654.2470664,CHI,2013,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
169,"Chao Mei, Lee Mason, John Quarles",Usability issues with 3D user interfaces for adolescents with high functioning autism  ,"3d user interfaces, autism spectrum disorder, user studies.",10.1145/2661334.2661379,ASSETS,2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,20,10,Autism,10,NonDisabled,0,0,0,0,0,0
170,"Matt Huenerfauth, Elaine Gale, Brian Penly, Mackenzie Willard, Dhananjai Hariharan",Comparing Methods of Displaying Language Feedback for Student Videos of American Sign Language  ,"american sign language, education, feedback, user study",10.1145/2700648.2809859,ASSETS,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ASL students,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,8,8,Other-ASL students,0,0,0,0,0,0,0,0
171,"M. Tanveer, A. Anam, Mohammed Yeasin, Majid Khan",Do you see what I see? designing a sensory substitution device to access non-verbal modes of communication,"blind, facial expression, participatory design, sensory substitution",10.1145/2513383.2513438,ASSETS,2013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,14,7,BVI,7,NonDisabled,0,0,0,0,0,0
172,Leandro Flórez-Aristizábal and Sandra Cano and César A. Collazos and Andrés F. Solano and Stephen Brewster,DesignABILITY Framework for the Design of Accessible Interactive Tools to Support Teaching to Children with Disabilities,"collaborative learning, deaf children, design, disability, literacy, storytelling",10.1145/3290605.3300240,CHI,2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,researchers,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,26,26,Other,0,0,0,0,0,0,0,0
173,"Alexa Siu, Son Kim, Joshua Miele, Sean Follmer",shapeCAD: An Accessible 3D Modelling Workflow for the Blind and Visually-Impaired Via 2.5D Shape Displays  ,"2.5d shape displays, accessible 3d printing, accessible authoring tools, haptics, tactile displays, tactile graphics",10.1145/3308561.3353782,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,8,8,BVI,0,0,0,0,0,0,0,0
174,"Kyle Montague, Vicki Hanson, Andy Cobley",Designing for individuals usable touch-screen interaction through shared user models,"adaptive interfaces, mobile touch screens, shared user modelling",10.1145/2384916.2384943,ASSETS,2012,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,12,12,Other-Visual and/or motor,0,0,0,0,0,0,0,0
175,Leona Holloway and Kim Marriott and Matthew Butler and Alan Borning,Making Sense of Art Access for Gallery Visitors with Vision Impairments,"3d printing, accessibility, art, blindness, value sensitive design, vision impairment",10.1145/3290605.3300250,CHI,2019,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,museum stakeholders,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,60,53,BVI,7,Other,0,0,0,0,0,0
176,Casey Fiesler and Shannon Morrison and Amy S. Bruckman,An Archive of Their Own A Case Study of Feminist HCI and Values in Design,"accessibility, fan fiction, feminist hci, human-centered design, online communities, social norms, values in design",10.1145/2858036.2858409,CHI,2016,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,fan fiction users,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,28,28,Other,0,0,0,0,0,0,0,0
177,"Shari Trewin, Bonnie John, John Richards, Cal Swart, Jonathan Brezin, Rachel Bellamy, John Thomas",Towards a tool for keystroke level modeling of skilled screen reading  ,"accessibility, keyboard navigation, klm, screen reader, usability",10.1145/1878803.1878811,ASSETS,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,BVI,0,0,0,0,0,0,0,0
178,"Oren Laadan, Andrew Shu, Jason Nieh",Capture a desktop display-centric text recorder,"accessibility, assistive technology, screen capture",10.1145/2384916.2384919,ASSETS,2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
179,"Stefan Johansson, Jan Gulliksen, Ann Lantz",User Participation When Users have Mental and Cognitive Disabilities  ,"accessibility, cognitive disability, inclusion, mental disability, mental problems, user participation",10.1145/2700648.2809849,ASSETS,2015,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,100,100,Other-Mental health,0,0,0,0,0,0,0,0
180,"Hong Zou, Jutta Treviranus",ChartMaster A Tool for Interacting with Stock Market Charts using a Screen Reader,"accessibility, financial literacy, inclusive design, multi-modal, non-visual, screen reader, stock market charts, usability, visual impairment",10.1145/2700648.2809862,ASSETS,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,financial experts,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,18,16,BVI,2,Other,0,0,0,0,0,0
181,"Mayara Bonani, Raquel Oliveira, Filipa Correia, André Rodrigues, Tiago Guerreiro, Ana Paiva","What My Eyes Can't See, A Robot Can Show Me Exploring the Collaboration Between Blind People and Robots","blind people, collaboration, human-robot interaction",10.1145/3234695.3239330,ASSETS,2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,32,32,BVI,0,0,0,0,0,0,0,0
182,"Cecily Morrison, Edward Cutrell, Anupama Dhareshwar, Kevin Doherty, Anja Thieme, Alex Taylor",Imagining Artificial Intelligence Applications with People with Visual Disabilities using Tactile Ideation  ,"accessibility, ai, artificial intelligence, blind, design, ideation, multicultural, visually impaired",10.1145/3132525.3132530,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,14,14,BVI,0,0,0,0,0,0,0,0
183,Barbara Barbosa Neves and Rachel L. Franz and Cosmin Munteanu and Ronald Baecker and Mags Ngo,"""My Hand Doesn't Listen to Me!"" Adoption and Evaluation of a Communication Technology for the 'Oldest Old'","accessibility, adoption, communication technologies, evaluation, methodology, oldest old, usability",10.1145/2702123.2702430,CHI,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,oldest old aldults,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,10,5,Older Adult NonDisabled,5,Caregivers,0,0,0,0,0,0
184,"Sumita Sharma, Krishnaveni Achary, Harmeet Kaur, Juhani Linna, Markku Turunen, Blessin Varkey, Jaakko Hakulinen, Sanidhya Daeeyya","Wow! You're Wearing a Fitbit, You're a Young Boy Now!"" Socio-Technical Aspirations for Children with Autism in India","autism in india, children with autism, socio-technical aspirations, technology acceptance and adoption",10.1145/3234695.3239329,ASSETS,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,17,6,Autism,8,Caregivers,3,Specialists,0,0,0,0
185,"Tiago Guerreiro, Hugo Nicolau, Joaquim Jorge, Daniel Gonçalves",Towards accessible touch interfaces  ,"evaluation, interaction techniques, mobile device, tetraplegic, touch screen",10.1145/1878803.1878809,ASSETS,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,15,15,Motor/Physical,0,0,0,0,0,0,0,0
186,"Cynthia Putnam, Kathryn Wozniak, Mary Jo Zefeldt, Jinghui Cheng, Morgan Caputo, Carl Duffield",How do professionals who create computing technologies consider accessibility?  ,"accessibility, diverse users, inclusive design, professions",10.1145/2384916.2384932,ASSETS,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,HCI/UX professionals,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,199,199,Other,0,0,0,0,0,0,0,0
187,"Galen Weld, Esther Jang, Anthony Li, Aileen Zeng, Kurtis Heimerl, Jon Froehlich",Deep Learning for Automatically Detecting Sidewalk Accessibility Problems Using Streetscape Imagery  ,"accessibility, computer vision, neural networks, sidewalks",10.1145/3308561.3353798,ASSETS,2019,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
188,"Anhong Guo, Saige McVea, Xu Wang, Patrick Clary, Ken Goldman, Yang Li, Yu Zhong, Jeffrey Bigham",Investigating Cursor-based Interactions to Support Non-Visual Exploration in the Real World  ,"accessibility, blind, computer vision, cursor, interaction, mobile devices, non-visual exploration, visually impaired",10.1145/3234695.3236339,ASSETS,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,12,12,BVI,0,0,0,0,0,0,0,0
189,Varsha Koushik and Shaun K. Kane,"""It Broadens My Mind"": Empowering People with Cognitive Disabilities through Computing Education","accessibility, cognitive disability, computer science education",10.1145/3290605.3300744,CHI,2019,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,club facilitators,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,12,2,Other,10,Other-Disabled,0,0,0,0,0,0
190,"João Guerreiro, Daniel Gonçalves",Faster Text-to-Speeches Enhancing Blind People's Information Scanning with Faster Concurrent Speech,"auditory perception, blind, cocktail party effect, concurrent speech, scanning, screen reader, skimming, speech rate, text-to-speech, visually impaired",10.1145/2700648.2809840,ASSETS,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,30,30,BVI,0,0,0,0,0,0,0,0
191,"Kathryn Ringland, Jennifer Nicholas, Rachel Kornfield, Emily Lattie, David Mohr, Madhu Reddy",Understanding Mental Ill-health as Psychosocial Disability Implications for Assistive Technology,"anxiety, depression, mental health, psychosocial disability, social model of disability",10.1145/3308561.3353785,ASSETS,2019,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,18,18,Other-Mental health,0,0,0,0,0,0,0,0
192,"Markus Funk, Sven Mayer, Albrecht Schmidt",Using In-Situ Projection to Support Cognitively Impaired Workers at the Workplace  ,"assistance for impaired workers, assistive system, augmented reality, in-situ projection",10.1145/2700648.2809853,ASSETS,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,15,15,Cognitive,0,0,0,0,0,0,0,0
193,David Flatla and Carl Gutwin,SSMRecolor improving recoloring tools with situation-specific models of color differentiation,"accessibility, color, color vision deficiency, recoloring",10.1145/2207676.2208388,CHI,2012,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,21,9,Other-CVD,12,NonDisabled,0,0,0,0,0,0
194,"German Flores, Roberto Manduchi",WeAllWalk An Annotated Data Set of Inertial Sensor Time Series from Blind Walkers,"inertial sensing, step counting., wayfinding",10.1145/2982142.2982179,ASSETS,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,13,8,BVI,5,NonDisabled,0,0,0,0,0,0
195,Sinziana Mazilu and Ulf Blanke and Michael Hardegger and Gerhard Tröster and Eran Gazit and Jeffrey M. Hausdorff,GaitAssist a daily-life support and training system for parkinson's disease patients with freezing of gait,"freezing of gait, gait impairment, on-body sensors, user-centered, wearable support",10.1145/2556288.2557278,CHI,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,engineers,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,23,23,Motor/Physical,unclear,Specialists,unclear,Other,0,0,0,0
196,"Foad Hamidi, Melanie Baljko, Isabel Gómez",Using Participatory Design with Proxies with Children with Limited Communication  ,"children with disabilities, digital living media systems, participatory design with proxies",10.1145/3132525.3132527,ASSETS,2017,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,14,3,Other-Disabled,2,Autism,1,Teachers,7,Therapists,1,Caregivers
197,Gazihan Alankus and Caitlin Kelleher,Reducing compensatory motions in video games for stroke rehabilitation  ,"compensation, design, stroke rehabilitation, video games",10.1145/2207676.2208354,CHI,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,31,5,Therapists,26,Motor/Physical,0,0,0,0,0,0
198,Harald Holone and Jo Herstad,Three tensions in participatory design for inclusion  ,"familiarity, inclusion, participatory design, universal design",10.1145/2470654.2481401,CHI,2013,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,6,6,Other-Disabled,0,0,0,0,0,0,0,0
199,LouAnne E. Boyd and Saumya Gupta and Sagar B. Vikmani and Carlos M. Gutierrez and Junxiang Yang and Erik Linstead and Gillian R. Hayes,vrSocial Toward Immersive Therapeutic VR Systems for Children with Autism,"accessibility, assistive technology, autism, immersive vr, nonverbal communication, prosody, proximity, visualization",10.1145/3173574.3173778,CHI,2018,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,23,10,IDD,2,NonDisabled,11,Autism,0,0,0,0
200,Ali Abdolrahmani and William Easley and Michele Williams and Stacy Branham and Amy Hurst,Embracing Errors Examining How Context of Use Impacts Blind Individuals' Acceptance of Navigation Aid Errors,"assistive technology, blindness, device errors, disability, navigation, stigmatization, visual impairments",10.1145/3025453.3025528,CHI,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,73,73,BVI,0,0,0,0,0,0,0,0
201,Antonella Nonnis and Nick Bryan-Kinns,Mazi Tangible Technologies as a Channel for Collaborative Play,"autism, children, play, sensory integration, smart textiles, social interaction, tangible user interfaces",10.1145/3290605.3300670,CHI,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,5,5,Autism,unclear,Teachers,unclear,Therapists,unclear,Caregivers,0,0
202,"Beatrice Aruanno, Franca Garzotto, Emanuele Torelli, Francesco Vona",HoloLearn Wearable Mixed Reality for People with Neurodevelopmental Disorders (NDD),"augmented reality, holograms, hololens, mixed reality, neuro-developmental disorders, virtual assistant",10.1145/3234695.3236351,ASSETS,2018,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,25,20,Other-Disabled,2,Therapists,3,Caregivers,0,0,0,0
203,"Saba Kawas, George Karalis, Tzu Wen, Richard Ladner",Improving Real-Time Captioning Experiences for Deaf and Hard of Hearing Students  ,"access technology, automatic speech recognition, co-design, deaf and hard of hearing, human factors., inclusive classrooms, real-time captions",10.1145/2982142.2982164,ASSETS,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,"professors, DRS, captioners",0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,20,13,DHH,2,Teachers,5,Specialists,0,0,0,0
204,Agha Ali Raza and Bilal Saleem and Shan Randhawa and Zain Tariq and Awais Athar and Umar Saif and Roni Rosenfeld,Baang A Viral Speech-based Social Platform for Under-Connected Populations,"blind users, hci4d, ict4d, ivr, low-literate, mobile phone, pakistan, speech-based social networks, telephone",10.1145/3173574.3174217,CHI,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,10721,3323,NonDisabled,7398,BVI,0,0,0,0,0,0
205,"Mingzhe Li, Mingming Fan, Khai Truong",BrailleSketch A Gesture-based Text Input Method for People with Visual Impairments,"blind, braille, gesture, mobile devices, people with visual impairments, sketch, text input",10.1145/3132525.3132528,ASSETS,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,10,BVI,0,0,0,0,0,0,0,0
206,"Yuhang Zhao, Elizabeth Kupferstein, Doron Tal, Shiri Azenkot","""It Looks Beautiful but Scary"" How Low Vision People Navigate Stairs and Other Surface Level Changes","curbs, depth perception, low vision, mobility, navigation, stairs, surface level changes",10.1145/3234695.3236359,ASSETS,2018,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
207,"Francisco Nunes, Maureen Kerwin, Paula Alexandra Silva",Design recommendations for tv user interfaces for older adults findings from the eCAALYX project,"design recommendations, older adults, tv, user interface design",10.1145/2384916.2384924,ASSETS,2012,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,26,26,Older Adult NonDisabled,0,0,0,0,0,0,0,0
208,"Eunjeong Ko, Jin Ju, Eun Kim",Situation-based indoor wayfinding system for the visually impaired  ,"2d color code, situation awareness, speeded-up robust feature (surf), visually impaired people, vocabulary tree., wayfinding system",10.1145/2049536.2049545,ASSETS,2011,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,4,4,BVI,0,0,0,0,0,0,0,0
209,Syed Masum Billah and Vikas Ashok and Donald E. Porter and I.V. Ramakrishnan,SteeringWheel A Locality-Preserving Magnification Interface for Low Vision Web Browsing,"accessibility, locality, low-vision, magnifier, user-interface, visual impairments, web-browsing",10.1145/3173574.3173594,CHI,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,15,15,BVI,0,0,0,0,0,0,0,0
210,"Reeti Mathur, Aishwarya Sheth, Parimal Vyas, Davide Bolchini",Typing Slowly but Screen-Free Exploring Navigation over Entirely Auditory Keyboards,"accessible text entry, aural navigation, screen-reader users",10.1145/3308561.3353789,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,20,20,BVI,0,0,0,0,0,0,0,0
211,"Chao Mei, Lee Mason, John Quarles",How 3D Virtual Humans Built by Adolescents with ASD Affect Their 3D Interactions  ,"3D interactions, autism spectrum disorder, customizable virtual human",10.1145/2700648.2809863,ASSETS,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,10,10,Autism,0,0,0,0,0,0,0,0
212,"Fatima Boujarwah, Nazneen, Hwajung Hong, Gregory Abowd, Rosa Arriaga",Towards a framework to situate assistive technology design in the context of culture  ,"assistive technology, autism spectrum disorders, culture",10.1145/2049536.2049542,ASSETS,2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,Administrators,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,135,27,Caregivers,80,Specialists,28,Other-Administrators,0,0,0,0
213,"Shari Trewin, Cal Swart, Donna Pettick",Physical accessibility of touchscreen smartphones  ,"accessibility, mobile devices, motor impairment, personalization, touch-screen interaction",10.1145/2513383.2513446,ASSETS,2013,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,16,16,Motor/Physical,0,0,0,0,0,0,0,0
214,"Patrick Carrington, Amy Hurst, Shaun Kane",The gest-rest a pressure-sensitive chairable input pad for power wheelchair armrests,"accessibility, chairable, gesture, input, mobile computing, power wheelchair, pressure input, touch",10.1145/2661334.2661374,ASSETS,2014,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12,9,Motor/Physical,3,Specialists,0,0,0,0,0,0
215,"Ellen Hibbard, Deb Fels",The vlogging phenomena a deaf perspective,"access, deaf, sign language, technology, video, vlog, website",10.1145/2049536.2049549,ASSETS,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
